ID,Country,Size,Industry,Sector,Propensity,Reason1,Reason2,Reason3
C309,USA,Micro,Logistics,Transportation,3,Low Leverage,Low Customer Churn,M&A Potential
C310,USA,Large,Biotech,Healthcare,1,Cost Efficiency,Growing TAM,Share Buyback
C311,USA,Large,Retail,Consumer,2,Operational Leverage,Dividend Growth,Improving Margins
C312,USA,Small,Airlines,Transportation,1,Cost Efficiency,Positive Guidance,High Growth
C313,USA,Mid,Rail,Transportation,4,Positive Guidance,Global Expansion,Sticky Customers
C314,USA,Micro,Hardware,Technology,4,New Product Launch,Patent Portfolio,Growing TAM
C315,USA,Mid,Metals & Mining,Materials,3,Sticky Customers,High Growth,Market Leader
C316,USA,Mid,Streaming,Media,3,Improving Margins,Low Capex,High Free Cash Flow
C317,USA,Micro,Tutoring,Education,4,Patent Portfolio,High Growth,Recurring Revenue
C318,USA,Small,Logistics,Transportation,3,High Growth,Favorable FX Trends,Low Customer Churn
C319,USA,Micro,Packaging,Materials,1,New Product Launch,Technological Edge,Low Customer Churn
C320,USA,Small,Streaming,Media,3,Recurring Revenue,Undervalued,Regulatory Approval
C321,USA,Mid,AgTech,Agriculture,1,Recurring Revenue,Rising Demand,Favorable FX Trends
C322,USA,Small,Software,Technology,2,Sticky Customers,Dividend Growth,Low Leverage
C323,USA,Large,Residential RE,Real Estate,1,Improving Margins,Global Expansion,Low Leverage
C324,USA,Mid,Hotels,Hospitality,4,Turnaround Plan,M&A Potential,High Growth
C325,USA,Micro,Pharmaceuticals,Healthcare,4,Market Leader,Capital Light Model,Recurring Revenue
C326,USA,Large,Banking,Finance,1,New Product Launch,Undervalued,Market Leader
C327,USA,Mid,Oil & Gas,Energy,2,Growing TAM,Undervalued,Low Competition
C328,USA,Large,AgTech,Agriculture,3,Market Leader,Turnaround Plan,High Growth
C329,USA,Micro,Agribusiness,Agriculture,3,Strong Management,Low Competition,Low Leverage
C330,USA,Small,Chemicals,Materials,4,Capital Light Model,Strong Brand,Market Leader
C331,USA,Large,Banking,Finance,3,Favorable FX Trends,Dividend Growth,Strong Management
C332,USA,Small,Renewables,Energy,1,Recurring Revenue,Sector Tailwinds,Patent Portfolio
C333,USA,Large,Travel,Hospitality,3,Favorable FX Trends,Growing TAM,Low Capex
C334,USA,Micro,Wireless Services,Telecommunications,2,Experienced Team,High Growth,Strong Brand
C335,USA,Large,Residential RE,Real Estate,1,Recurring Revenue,Favorable FX Trends,Low Competition
C336,USA,Large,Semiconductors,Technology,4,Sticky Customers,Rising Demand,Turnaround Plan
C337,USA,Mid,Publishing,Media,4,M&A Potential,Favorable FX Trends,Undervalued
C338,USA,Small,EV Manufacturers,Automotive,2,New Product Launch,Market Leader,Experienced Team
C339,USA,Large,EdTech,Education,3,High Free Cash Flow,M&A Potential,Favorable FX Trends
C340,USA,Small,Retail,Consumer,4,Improving Margins,Sector Tailwinds,Strong Management
C341,USA,Small,Parts Suppliers,Automotive,3,M&A Potential,Recurring Revenue,Strong Brand
C342,USA,Large,Broadband,Telecommunications,2,High Growth,Cost Efficiency,Strong Brand
C343,USA,Mid,Broadcasting,Media,3,Market Leader,New Product Launch,Undervalued
C344,USA,Micro,Oil & Gas,Energy,2,Undervalued,Strong Management,Sticky Customers
C345,USA,Mid,Metals & Mining,Materials,1,Favorable FX Trends,Low Customer Churn,Market Leader
C346,USA,Small,EV Manufacturers,Automotive,4,Low Capex,Operational Leverage,Cost Efficiency
C347,USA,Mid,Apparel,Consumer,4,Share Buyback,Sector Tailwinds,Recurring Revenue
C348,USA,Micro,Parts Suppliers,Automotive,3,Strong Brand,Positive Guidance,Rising Demand
C349,USA,Large,Travel,Hospitality,2,Experienced Team,Turnaround Plan,M&A Potential
C350,USA,Micro,Machinery,Industrials,3,Share Buyback,Positive Guidance,Turnaround Plan
C351,USA,Mid,Streaming,Media,1,Technological Edge,Sticky Customers,Experienced Team
C352,USA,Small,EV Manufacturers,Automotive,1,Sticky Customers,Sector Tailwinds,Low Capex
C353,USA,Mid,Packaging,Materials,3,Low Competition,Sticky Customers,Strong Management
C354,USA,Large,Restaurants,Hospitality,4,Diversified Revenue,Turnaround Plan,Regulatory Approval
C355,USA,Small,Parts Suppliers,Automotive,3,Turnaround Plan,High Free Cash Flow,Strong Management
C356,USA,Large,Construction,Industrials,2,Low Capex,Regulatory Approval,Low Leverage
C357,USA,Large,Semiconductors,Technology,1,Share Buyback,Favorable FX Trends,Experienced Team
C358,USA,Large,Commercial RE,Real Estate,3,Rising Demand,Low Capex,M&A Potential
C359,USA,Mid,Broadcasting,Media,4,Low Competition,Undervalued,Patent Portfolio
C360,USA,Mid,Travel,Hospitality,3,Strong Brand,New Product Launch,Capital Light Model
C361,USA,Mid,Machinery,Industrials,2,Share Buyback,Growing TAM,Capital Light Model
C362,USA,Small,Rail,Transportation,4,High Free Cash Flow,Strong Brand,Technological Edge
C363,USA,Micro,Asset Management,Finance,3,Turnaround Plan,Technological Edge,Low Leverage
C364,USA,Small,Publishing,Media,3,Patent Portfolio,Strong Management,Regulatory Approval
C365,USA,Large,Semiconductors,Technology,4,Low Customer Churn,Recurring Revenue,Strong Management
C366,USA,Mid,Restaurants,Hospitality,3,Sticky Customers,Growing TAM,Rising Demand
C367,USA,Small,Renewables,Energy,1,Rising Demand,High Free Cash Flow,Technological Edge
C368,USA,Micro,Parts Suppliers,Automotive,2,Diversified Revenue,Market Leader,Cost Efficiency
C369,USA,Mid,Travel,Hospitality,3,Operational Leverage,High Free Cash Flow,Improving Margins
C370,USA,Mid,Travel,Hospitality,3,Low Leverage,Cost Efficiency,Market Leader
C371,USA,Large,OEMs,Automotive,3,Dividend Growth,High Growth,Recurring Revenue
C372,USA,Micro,Metals & Mining,Materials,3,Turnaround Plan,Global Expansion,Low Customer Churn
C373,USA,Micro,Institutions,Education,4,Operational Leverage,Growing TAM,Low Leverage
C374,USA,Mid,Agribusiness,Agriculture,2,Favorable FX Trends,Low Capex,Cost Efficiency
C375,USA,Large,OEMs,Automotive,1,High Growth,Undervalued,Regulatory Approval
C376,USA,Large,Airlines,Transportation,1,Regulatory Approval,High Free Cash Flow,Sticky Customers
C377,USA,Small,AgTech,Agriculture,4,Undervalued,Diversified Revenue,Turnaround Plan
C378,USA,Large,Farming,Agriculture,2,Strong Management,Capital Light Model,Experienced Team
C379,USA,Micro,Semiconductors,Technology,1,Sector Tailwinds,Low Leverage,Experienced Team
C380,USA,Mid,Hotels,Hospitality,1,Low Leverage,Global Expansion,Operational Leverage
C381,USA,Micro,Publishing,Media,2,Experienced Team,Market Leader,M&A Potential
C382,USA,Large,Utilities,Energy,3,Undervalued,Diversified Revenue,Positive Guidance
C383,USA,Micro,Apparel,Consumer,2,Low Capex,Technological Edge,Sector Tailwinds
C384,USA,Mid,EV Manufacturers,Automotive,4,High Growth,Turnaround Plan,Technological Edge
C385,USA,Mid,Logistics,Transportation,3,Patent Portfolio,Undervalued,Favorable FX Trends
C386,USA,Micro,OEMs,Automotive,1,Positive Guidance,Turnaround Plan,Strong Management
C387,USA,Large,Commercial RE,Real Estate,4,Low Leverage,Low Customer Churn,Technological Edge
C388,USA,Large,Machinery,Industrials,1,Share Buyback,Low Customer Churn,Turnaround Plan
C389,USA,Small,Publishing,Media,4,New Product Launch,Low Capex,Rising Demand
C390,USA,Small,Farming,Agriculture,4,Market Leader,High Growth,Favorable FX Trends
C391,USA,Micro,Parts Suppliers,Automotive,2,High Growth,Operational Leverage,Diversified Revenue
C392,USA,Large,OEMs,Automotive,1,Market Leader,Operational Leverage,Strong Brand
C393,USA,Mid,EV Manufacturers,Automotive,3,Strong Management,Capital Light Model,Positive Guidance
C394,USA,Large,Apparel,Consumer,3,Growing TAM,Low Leverage,Capital Light Model
C395,USA,Mid,Residential RE,Real Estate,3,Strong Management,Positive Guidance,Favorable FX Trends
C396,USA,Small,Banking,Finance,2,New Product Launch,Capital Light Model,Positive Guidance
C397,USA,Mid,Tutoring,Education,2,Growing TAM,Positive Guidance,Patent Portfolio
C398,USA,Mid,Utilities,Energy,3,Turnaround Plan,Diversified Revenue,Favorable FX Trends
C399,USA,Micro,Travel,Hospitality,4,High Free Cash Flow,Strong Brand,Patent Portfolio
C400,USA,Large,Wireless Services,Telecommunications,2,Capital Light Model,Diversified Revenue,Favorable FX Trends
C401,USA,Small,Apparel,Consumer,3,High Growth,Recurring Revenue,Sticky Customers
C402,USA,Large,Restaurants,Hospitality,4,Diversified Revenue,Experienced Team,Rising Demand
C403,USA,Small,Tutoring,Education,3,New Product Launch,Experienced Team,Dividend Growth
C404,USA,Small,Rail,Transportation,1,Recurring Revenue,Share Buyback,Sticky Customers
C405,USA,Mid,Agribusiness,Agriculture,4,Sector Tailwinds,Recurring Revenue,Experienced Team
C406,USA,Small,Software,Technology,4,Regulatory Approval,Growing TAM,Favorable FX Trends
C407,USA,Large,Residential RE,Real Estate,2,Dividend Growth,Patent Portfolio,Diversified Revenue
C408,USA,Small,Institutions,Education,4,Low Customer Churn,Capital Light Model,Improving Margins
C409,USA,Micro,Banking,Finance,2,Strong Brand,Improving Margins,Positive Guidance
C410,USA,Small,Travel,Hospitality,4,New Product Launch,Favorable FX Trends,Low Competition
C411,USA,Large,Metals & Mining,Materials,2,Growing TAM,New Product Launch,Market Leader
C412,USA,Large,Rail,Transportation,1,Diversified Revenue,Low Competition,Patent Portfolio
C413,USA,Mid,Publishing,Media,1,Share Buyback,Undervalued,Sticky Customers
C414,USA,Mid,Farming,Agriculture,2,High Growth,Share Buyback,M&A Potential
C415,USA,Micro,Agribusiness,Agriculture,1,Share Buyback,Technological Edge,Recurring Revenue
C416,USA,Mid,Streaming,Media,4,High Growth,Rising Demand,High Free Cash Flow
C417,USA,Large,Insurance,Finance,2,Low Leverage,New Product Launch,Capital Light Model
C418,USA,Mid,Commercial RE,Real Estate,3,Experienced Team,Patent Portfolio,Market Leader
C419,USA,Mid,Machinery,Industrials,4,Diversified Revenue,Share Buyback,M&A Potential
C420,USA,Large,AgTech,Agriculture,3,Dividend Growth,Diversified Revenue,Strong Brand
C421,USA,Micro,Broadcasting,Media,1,Sticky Customers,Market Leader,Diversified Revenue
C422,USA,Large,Apparel,Consumer,1,Undervalued,Low Competition,Experienced Team
C423,USA,Large,Utilities,Energy,1,Recurring Revenue,Low Customer Churn,Operational Leverage
C424,USA,Mid,OEMs,Automotive,2,Low Competition,Recurring Revenue,Turnaround Plan
C425,USA,Large,Streaming,Media,3,Positive Guidance,Low Customer Churn,Experienced Team
C426,USA,Large,Asset Management,Finance,2,Low Leverage,Diversified Revenue,Undervalued
C427,USA,Large,OEMs,Automotive,2,Sticky Customers,Regulatory Approval,Dividend Growth
C428,USA,Micro,Streaming,Media,4,Low Leverage,M&A Potential,New Product Launch
C429,USA,Micro,Wireless Services,Telecommunications,1,High Free Cash Flow,Experienced Team,Low Capex
C430,USA,Mid,Semiconductors,Technology,4,Technological Edge,New Product Launch,Cost Efficiency
C431,USA,Large,Publishing,Media,1,Positive Guidance,Improving Margins,Growing TAM
C432,USA,Mid,Software,Technology,3,Improving Margins,Dividend Growth,Strong Management
C433,USA,Small,AgTech,Agriculture,1,Low Capex,Market Leader,Favorable FX Trends
C434,USA,Large,Oil & Gas,Energy,1,Technological Edge,Operational Leverage,M&A Potential
C435,USA,Micro,Construction,Industrials,2,Rising Demand,High Free Cash Flow,Recurring Revenue
C436,USA,Mid,Institutions,Education,1,M&A Potential,Dividend Growth,Global Expansion
C437,USA,Large,Food & Beverage,Consumer,1,Regulatory Approval,Recurring Revenue,Growing TAM
C438,USA,Small,Publishing,Media,1,Strong Management,Strong Brand,Global Expansion
C439,USA,Mid,Parts Suppliers,Automotive,1,Low Competition,Strong Brand,Operational Leverage
C440,USA,Large,Apparel,Consumer,3,Low Competition,Low Customer Churn,Low Capex
C441,USA,Small,Biotech,Healthcare,3,Operational Leverage,High Free Cash Flow,Improving Margins
C442,USA,Mid,Construction,Industrials,4,Strong Management,Low Competition,Low Capex
C443,USA,Micro,Biotech,Healthcare,1,Regulatory Approval,Sticky Customers,Growing TAM
C444,USA,Large,EV Manufacturers,Automotive,2,Rising Demand,Global Expansion,Strong Management
C445,USA,Small,Residential RE,Real Estate,3,Turnaround Plan,Cost Efficiency,Low Capex
C446,USA,Micro,Utilities,Energy,4,Strong Brand,Low Leverage,Diversified Revenue
C447,USA,Large,Wireless Services,Telecommunications,3,Capital Light Model,Recurring Revenue,Global Expansion
C448,USA,Micro,Construction,Industrials,2,Recurring Revenue,Favorable FX Trends,Patent Portfolio
C449,USA,Large,Food & Beverage,Consumer,1,Market Leader,Sector Tailwinds,Regulatory Approval
C450,USA,Mid,Asset Management,Finance,2,Low Customer Churn,Strong Management,Growing TAM
C451,USA,Mid,Chemicals,Materials,2,Strong Brand,Strong Management,Technological Edge
C452,USA,Mid,Oil & Gas,Energy,3,High Free Cash Flow,Share Buyback,Low Customer Churn
C453,USA,Small,Airlines,Transportation,4,Recurring Revenue,High Growth,Regulatory Approval
C454,USA,Small,Renewables,Energy,4,Strong Management,Recurring Revenue,Undervalued
C455,USA,Micro,Machinery,Industrials,1,Technological Edge,Patent Portfolio,Positive Guidance
C456,USA,Micro,Medical Devices,Healthcare,3,Turnaround Plan,Undervalued,Favorable FX Trends
C457,USA,Large,Broadband,Telecommunications,3,Strong Brand,Low Competition,Patent Portfolio
C458,USA,Mid,Rail,Transportation,1,Global Expansion,Low Customer Churn,Sector Tailwinds
C459,USA,Micro,Medical Devices,Healthcare,2,Improving Margins,Share Buyback,Growing TAM
C460,USA,Small,Pharmaceuticals,Healthcare,2,Undervalued,New Product Launch,Strong Management
C461,USA,Large,Oil & Gas,Energy,3,Low Capex,High Growth,Favorable FX Trends
C462,USA,Mid,Semiconductors,Technology,4,Patent Portfolio,Low Competition,Diversified Revenue
C463,USA,Large,Oil & Gas,Energy,3,Recurring Revenue,Low Leverage,Sector Tailwinds
C464,USA,Mid,Tutoring,Education,3,New Product Launch,Global Expansion,Sector Tailwinds
C465,USA,Micro,Tutoring,Education,2,Dividend Growth,High Growth,Patent Portfolio
C466,USA,Mid,Aerospace,Industrials,3,Recurring Revenue,Favorable FX Trends,Low Customer Churn
C467,USA,Small,Travel,Hospitality,1,High Growth,Favorable FX Trends,Regulatory Approval
C468,USA,Micro,Food & Beverage,Consumer,4,Operational Leverage,Undervalued,High Growth
C469,USA,Micro,Oil & Gas,Energy,2,Capital Light Model,Positive Guidance,Operational Leverage
C470,USA,Micro,Metals & Mining,Materials,2,Sticky Customers,Favorable FX Trends,High Free Cash Flow
C471,USA,Micro,Streaming,Media,2,Low Leverage,Patent Portfolio,High Free Cash Flow
C472,USA,Small,Biotech,Healthcare,2,Capital Light Model,Regulatory Approval,M&A Potential
C473,USA,Small,Machinery,Industrials,4,Turnaround Plan,Share Buyback,Improving Margins
C474,USA,Large,EdTech,Education,4,Market Leader,Growing TAM,M&A Potential
C475,USA,Mid,Tutoring,Education,2,Turnaround Plan,Favorable FX Trends,Recurring Revenue
C476,USA,Mid,EdTech,Education,3,Low Customer Churn,Dividend Growth,Strong Management
C477,USA,Micro,Restaurants,Hospitality,1,Positive Guidance,Strong Management,High Growth
C478,USA,Mid,Broadband,Telecommunications,2,Patent Portfolio,Operational Leverage,Experienced Team
C479,USA,Small,Aerospace,Industrials,1,Turnaround Plan,Low Competition,Recurring Revenue
C480,USA,Micro,Commercial RE,Real Estate,1,Technological Edge,High Free Cash Flow,Improving Margins
C481,USA,Mid,Chemicals,Materials,1,Rising Demand,Positive Guidance,Growing TAM
C482,USA,Large,Renewables,Energy,2,Capital Light Model,Low Competition,Undervalued
C483,USA,Large,Institutions,Education,3,Strong Management,Patent Portfolio,Sticky Customers
C484,USA,Large,Medical Devices,Healthcare,4,Market Leader,New Product Launch,Sticky Customers
C485,USA,Small,AgTech,Agriculture,3,Sticky Customers,Favorable FX Trends,Sector Tailwinds
C486,USA,Mid,Pharmaceuticals,Healthcare,2,Global Expansion,Cost Efficiency,Low Customer Churn
C487,USA,Micro,Hotels,Hospitality,2,Low Capex,Capital Light Model,Undervalued
C488,USA,Small,Hotels,Hospitality,3,M&A Potential,High Free Cash Flow,High Growth
C489,USA,Mid,EV Manufacturers,Automotive,4,Dividend Growth,Favorable FX Trends,Cost Efficiency
C490,USA,Micro,Utilities,Energy,4,Turnaround Plan,New Product Launch,Low Customer Churn
C491,USA,Large,Metals & Mining,Materials,2,Improving Margins,Rising Demand,Strong Management
C492,USA,Small,Agribusiness,Agriculture,4,Share Buyback,Growing TAM,Diversified Revenue
C493,USA,Mid,Agribusiness,Agriculture,4,Global Expansion,Improving Margins,Operational Leverage
C494,USA,Micro,Construction,Industrials,3,Share Buyback,Global Expansion,New Product Launch
C495,USA,Mid,Biotech,Healthcare,4,Strong Management,Turnaround Plan,Low Customer Churn
C496,USA,Micro,Agribusiness,Agriculture,3,Dividend Growth,Strong Brand,Positive Guidance
C497,USA,Micro,Rail,Transportation,3,Rising Demand,M&A Potential,Patent Portfolio
C498,USA,Mid,Asset Management,Finance,3,Undervalued,M&A Potential,Low Competition
C499,USA,Micro,OEMs,Automotive,2,Capital Light Model,Global Expansion,Market Leader
C500,USA,Small,Biotech,Healthcare,4,Technological Edge,New Product Launch,Strong Brand
C501,USA,Large,Biotech,Healthcare,4,Share Buyback,Undervalued,Recurring Revenue
C502,USA,Large,Insurance,Finance,3,Improving Margins,Strong Management,Rising Demand
C503,USA,Small,Utilities,Energy,4,Share Buyback,Low Leverage,Low Competition
C504,USA,Small,Farming,Agriculture,2,Diversified Revenue,Global Expansion,Favorable FX Trends
C505,USA,Large,Parts Suppliers,Automotive,2,Strong Management,Low Customer Churn,Regulatory Approval
C506,USA,Micro,Utilities,Energy,1,Market Leader,M&A Potential,Strong Management
C507,USA,Large,Institutions,Education,2,Sector Tailwinds,Low Leverage,Capital Light Model
C508,USA,Micro,Rail,Transportation,3,Market Leader,Improving Margins,High Free Cash Flow
C509,USA,Large,Renewables,Energy,1,Low Customer Churn,Diversified Revenue,Patent Portfolio
C510,USA,Mid,Streaming,Media,1,Global Expansion,Strong Management,Operational Leverage
C511,USA,Mid,Retail,Consumer,4,Patent Portfolio,Low Capex,High Growth
C512,USA,Large,Pharmaceuticals,Healthcare,2,New Product Launch,Patent Portfolio,Share Buyback
C513,USA,Micro,Pharmaceuticals,Healthcare,3,Improving Margins,Sector Tailwinds,Operational Leverage
C514,USA,Micro,Pharmaceuticals,Healthcare,2,Sticky Customers,Diversified Revenue,Low Leverage
C515,USA,Small,Institutions,Education,1,Dividend Growth,Strong Management,Regulatory Approval
C516,USA,Micro,Restaurants,Hospitality,2,Low Competition,Undervalued,Experienced Team
C517,USA,Mid,Machinery,Industrials,2,Low Leverage,Sticky Customers,Improving Margins
C518,USA,Micro,Publishing,Media,2,High Free Cash Flow,Experienced Team,Undervalued
C519,USA,Micro,Farming,Agriculture,2,Sector Tailwinds,Patent Portfolio,Sticky Customers
C520,USA,Micro,Software,Technology,2,Growing TAM,Recurring Revenue,Share Buyback
C521,USA,Mid,Farming,Agriculture,3,Experienced Team,Operational Leverage,Positive Guidance
C522,USA,Large,Broadcasting,Media,3,Patent Portfolio,Low Capex,New Product Launch
C523,USA,Mid,Metals & Mining,Materials,3,New Product Launch,Low Competition,Global Expansion
C524,USA,Micro,Utilities,Energy,3,New Product Launch,Favorable FX Trends,Global Expansion
C525,USA,Large,AgTech,Agriculture,2,Cost Efficiency,Share Buyback,Dividend Growth
C526,USA,Micro,Banking,Finance,3,Growing TAM,Patent Portfolio,Undervalued
C527,USA,Large,Publishing,Media,4,M&A Potential,Low Leverage,Sector Tailwinds
C528,USA,Micro,Food & Beverage,Consumer,1,Improving Margins,Sector Tailwinds,Technological Edge
C529,USA,Mid,Tutoring,Education,3,Low Capex,Low Competition,Regulatory Approval
C530,USA,Large,Broadcasting,Media,3,M&A Potential,Operational Leverage,Strong Management
C531,USA,Small,Metals & Mining,Materials,4,Operational Leverage,Share Buyback,Sector Tailwinds
C532,USA,Small,Travel,Hospitality,2,Low Leverage,Rising Demand,M&A Potential
C533,USA,Micro,Broadcasting,Media,1,Sticky Customers,Recurring Revenue,Experienced Team
C534,USA,Small,AgTech,Agriculture,1,Patent Portfolio,Global Expansion,Strong Brand
C535,USA,Large,Publishing,Media,3,Experienced Team,Technological Edge,Share Buyback
C536,USA,Large,Broadcasting,Media,1,Global Expansion,Rising Demand,Sector Tailwinds
C537,USA,Micro,AgTech,Agriculture,4,Sector Tailwinds,High Growth,Regulatory Approval
C538,USA,Micro,Logistics,Transportation,1,Sticky Customers,Capital Light Model,Dividend Growth
C539,USA,Mid,Rail,Transportation,3,Low Leverage,Low Capex,Share Buyback
C540,USA,Large,EV Manufacturers,Automotive,3,Strong Brand,Low Customer Churn,Global Expansion
C541,USA,Micro,Oil & Gas,Energy,1,High Growth,Strong Brand,Undervalued
C542,USA,Large,Construction,Industrials,3,New Product Launch,Positive Guidance,Capital Light Model
C543,USA,Large,Insurance,Finance,1,Sticky Customers,Strong Management,Regulatory Approval
C544,USA,Mid,Rail,Transportation,4,Low Leverage,Favorable FX Trends,High Growth
C545,USA,Micro,Insurance,Finance,1,Positive Guidance,Low Capex,Sector Tailwinds
C546,USA,Micro,Chemicals,Materials,2,Regulatory Approval,Diversified Revenue,Patent Portfolio
C547,USA,Micro,Tutoring,Education,3,Sector Tailwinds,Regulatory Approval,Operational Leverage
C548,USA,Small,Oil & Gas,Energy,4,New Product Launch,Regulatory Approval,M&A Potential
C549,USA,Micro,Agribusiness,Agriculture,1,Share Buyback,Undervalued,Technological Edge
C550,USA,Micro,Tutoring,Education,3,Favorable FX Trends,Experienced Team,Improving Margins
C551,USA,Micro,Streaming,Media,2,Strong Management,Patent Portfolio,Sticky Customers
C552,USA,Large,Residential RE,Real Estate,4,Recurring Revenue,Rising Demand,Strong Management
C553,USA,Large,Biotech,Healthcare,2,Sector Tailwinds,Rising Demand,Recurring Revenue
C554,USA,Mid,Rail,Transportation,4,Cost Efficiency,Operational Leverage,Share Buyback
C555,USA,Mid,EdTech,Education,1,Favorable FX Trends,Patent Portfolio,Improving Margins
C556,USA,Small,Parts Suppliers,Automotive,3,Diversified Revenue,Market Leader,Operational Leverage
C557,USA,Mid,Residential RE,Real Estate,3,Experienced Team,Low Competition,Sector Tailwinds
C558,USA,Micro,Oil & Gas,Energy,1,Low Capex,Regulatory Approval,Recurring Revenue
C559,USA,Mid,Residential RE,Real Estate,1,Low Leverage,Share Buyback,Technological Edge
C560,USA,Small,Agribusiness,Agriculture,2,M&A Potential,Experienced Team,High Growth
C561,USA,Large,Metals & Mining,Materials,4,Capital Light Model,Market Leader,Low Customer Churn
C562,USA,Mid,Broadcasting,Media,1,Growing TAM,Regulatory Approval,Capital Light Model
C563,USA,Large,Broadcasting,Media,3,Undervalued,Cost Efficiency,Sticky Customers
C564,USA,Large,Metals & Mining,Materials,1,Low Capex,Share Buyback,Diversified Revenue
C565,USA,Micro,EdTech,Education,1,Share Buyback,Global Expansion,Growing TAM
C566,USA,Large,Hotels,Hospitality,3,Sticky Customers,Share Buyback,New Product Launch
C567,USA,Micro,Chemicals,Materials,1,Diversified Revenue,Regulatory Approval,Global Expansion
C568,USA,Large,Broadcasting,Media,4,Favorable FX Trends,Market Leader,High Free Cash Flow
C569,USA,Large,Residential RE,Real Estate,2,Diversified Revenue,Technological Edge,Growing TAM
C570,USA,Large,Aerospace,Industrials,1,Positive Guidance,Capital Light Model,Market Leader
C571,USA,Large,Insurance,Finance,1,Experienced Team,Market Leader,Favorable FX Trends
C572,USA,Small,Publishing,Media,4,Cost Efficiency,Market Leader,Recurring Revenue
C573,USA,Large,Chemicals,Materials,4,Sector Tailwinds,Market Leader,Strong Brand
C574,USA,Mid,Rail,Transportation,1,M&A Potential,Regulatory Approval,Rising Demand
C575,USA,Large,Chemicals,Materials,1,Diversified Revenue,Regulatory Approval,Operational Leverage
C576,USA,Small,Aerospace,Industrials,1,High Growth,Regulatory Approval,New Product Launch
C577,USA,Micro,Banking,Finance,2,Favorable FX Trends,Diversified Revenue,Experienced Team
C578,USA,Large,Broadband,Telecommunications,2,Operational Leverage,M&A Potential,Market Leader
C579,USA,Micro,Residential RE,Real Estate,2,Cost Efficiency,Regulatory Approval,Dividend Growth
C580,USA,Large,Apparel,Consumer,1,Strong Brand,Sticky Customers,Share Buyback
C581,USA,Small,Farming,Agriculture,4,High Growth,Improving Margins,Cost Efficiency
C582,USA,Small,Hardware,Technology,2,Experienced Team,Positive Guidance,Market Leader
C583,USA,Micro,Broadcasting,Media,1,Favorable FX Trends,Technological Edge,Low Capex
C584,USA,Micro,Aerospace,Industrials,1,Patent Portfolio,Sector Tailwinds,Dividend Growth
C585,USA,Large,Hotels,Hospitality,2,Low Competition,Undervalued,Favorable FX Trends
C586,USA,Mid,Residential RE,Real Estate,1,Undervalued,High Growth,Dividend Growth
C587,USA,Micro,EV Manufacturers,Automotive,2,Low Capex,Low Leverage,High Free Cash Flow
C588,USA,Small,Residential RE,Real Estate,3,Dividend Growth,High Growth,Positive Guidance
C589,USA,Small,AgTech,Agriculture,1,Favorable FX Trends,Positive Guidance,Regulatory Approval
C590,USA,Micro,Metals & Mining,Materials,3,Low Leverage,Sector Tailwinds,Dividend Growth
C591,USA,Mid,OEMs,Automotive,4,Experienced Team,Global Expansion,Strong Brand
C592,USA,Micro,Machinery,Industrials,3,Diversified Revenue,New Product Launch,Patent Portfolio
C593,USA,Micro,Construction,Industrials,1,Favorable FX Trends,Strong Brand,Technological Edge
C594,USA,Mid,Broadband,Telecommunications,4,Favorable FX Trends,Global Expansion,Growing TAM
C595,USA,Mid,Agribusiness,Agriculture,4,Technological Edge,Global Expansion,Strong Brand
C596,USA,Micro,Software,Technology,2,Diversified Revenue,Improving Margins,Operational Leverage
C597,USA,Mid,Institutions,Education,1,Market Leader,High Growth,Experienced Team
C598,USA,Micro,Metals & Mining,Materials,2,Regulatory Approval,Improving Margins,Strong Brand
C599,USA,Large,Insurance,Finance,4,Technological Edge,Strong Management,Improving Margins
C600,USA,Micro,Utilities,Energy,1,Low Customer Churn,Sector Tailwinds,Low Competition
C601,USA,Micro,Travel,Hospitality,4,High Free Cash Flow,Positive Guidance,Low Leverage
C602,USA,Micro,Logistics,Transportation,1,Strong Management,Sector Tailwinds,Rising Demand
C603,USA,Mid,Tutoring,Education,1,Diversified Revenue,Cost Efficiency,Patent Portfolio
C604,USA,Mid,Hardware,Technology,1,Cost Efficiency,M&A Potential,Sector Tailwinds
C605,USA,Micro,Broadband,Telecommunications,1,Capital Light Model,Cost Efficiency,Strong Management
C606,USA,Small,Residential RE,Real Estate,1,Undervalued,Technological Edge,Patent Portfolio
C607,USA,Large,Hotels,Hospitality,1,Cost Efficiency,Recurring Revenue,Patent Portfolio
C608,USA,Small,Streaming,Media,3,Recurring Revenue,Cost Efficiency,Low Competition
C609,USA,Large,Commercial RE,Real Estate,2,Growing TAM,Experienced Team,Market Leader
C610,USA,Small,Medical Devices,Healthcare,2,Technological Edge,Growing TAM,Low Competition
C611,USA,Large,Pharmaceuticals,Healthcare,3,Favorable FX Trends,Diversified Revenue,Growing TAM
C612,USA,Mid,Metals & Mining,Materials,4,Strong Management,Strong Brand,Experienced Team
C613,USA,Large,Institutions,Education,3,Low Capex,Market Leader,Rising Demand
C614,USA,Mid,Apparel,Consumer,3,Low Capex,Low Customer Churn,Turnaround Plan
C615,USA,Small,Apparel,Consumer,2,Operational Leverage,High Growth,Recurring Revenue
C616,USA,Small,Oil & Gas,Energy,3,New Product Launch,High Free Cash Flow,Growing TAM
C617,USA,Micro,Medical Devices,Healthcare,3,Improving Margins,Regulatory Approval,High Growth
C618,USA,Mid,Software,Technology,2,Share Buyback,Low Competition,Dividend Growth
