ID,Size,Industry,Country,Sector,Propensity,Reason1,Reason2,Reason3
C305,Micro,Rail,FRA,Transportation,4,Strong Management,Low Competition,Low Leverage
C306,Large,Biotech,ITA,Healthcare,4,Capital Light Model,Strong Brand,Market Leader
C307,Small,Hotels,JPN,Hospitality,3,Favorable FX Trends,Dividend Growth,Strong Management
C308,Micro,Institutions,ITA,Education,1,Recurring Revenue,Sector Tailwinds,Patent Portfolio
C309,Micro,Logistics,JPN,Transportation,4,Favorable FX Trends,Growing TAM,Low Capex
C310,Large,Biotech,USA,Healthcare,2,Experienced Team,High Growth,Strong Brand
C311,Large,Retail,FRA,Consumer,3,Recurring Revenue,Favorable FX Trends,Low Competition
C312,Small,Airlines,USA,Transportation,4,Sticky Customers,Rising Demand,Turnaround Plan
C313,Mid,Rail,ITA,Transportation,4,M&A Potential,Favorable FX Trends,Undervalued
C314,Micro,Hardware,ITA,Technology,1,New Product Launch,Market Leader,Experienced Team
C315,Mid,Metals & Mining,JPN,Materials,3,High Free Cash Flow,M&A Potential,Favorable FX Trends
C316,Mid,Streaming,JPN,Media,3,Improving Margins,Sector Tailwinds,Strong Management
C317,Micro,Tutoring,ITA,Education,4,M&A Potential,Recurring Revenue,Strong Brand
C318,Small,Logistics,JPN,Transportation,2,High Growth,Cost Efficiency,Strong Brand
C319,Micro,Packaging,USA,Materials,3,Market Leader,New Product Launch,Undervalued
C320,Small,Streaming,JPN,Media,3,Undervalued,Strong Management,Sticky Customers
C321,Mid,AgTech,USA,Agriculture,4,Favorable FX Trends,Low Customer Churn,Market Leader
C322,Small,Software,FRA,Technology,4,Low Capex,Operational Leverage,Cost Efficiency
C323,Large,Residential RE,USA,Real Estate,3,Share Buyback,Sector Tailwinds,Recurring Revenue
C324,Mid,Hotels,ITA,Hospitality,2,Strong Brand,Positive Guidance,Rising Demand
C325,Micro,Pharmaceuticals,ITA,Healthcare,1,Experienced Team,Turnaround Plan,M&A Potential
C326,Large,Banking,USA,Finance,3,Share Buyback,Positive Guidance,Turnaround Plan
C327,Mid,Oil & Gas,FRA,Energy,1,Technological Edge,Sticky Customers,Experienced Team
C328,Large,AgTech,JPN,Agriculture,3,Sticky Customers,Sector Tailwinds,Low Capex
C329,Micro,Agribusiness,JPN,Agriculture,3,Low Competition,Sticky Customers,Strong Management
C330,Small,Chemicals,ITA,Materials,3,Diversified Revenue,Turnaround Plan,Regulatory Approval
C331,Large,Banking,JPN,Finance,4,Turnaround Plan,High Free Cash Flow,Strong Management
C332,Small,Renewables,USA,Energy,1,Low Capex,Regulatory Approval,Low Leverage
C333,Large,Travel,JPN,Hospitality,1,Share Buyback,Favorable FX Trends,Experienced Team
C334,Micro,Wireless Services,FRA,Telecommunications,4,Rising Demand,Low Capex,M&A Potential
C335,Large,Residential RE,USA,Real Estate,3,Low Competition,Undervalued,Patent Portfolio
C336,Large,Semiconductors,ITA,Technology,3,Strong Brand,New Product Launch,Capital Light Model
C337,Mid,Publishing,ITA,Media,2,Share Buyback,Growing TAM,Capital Light Model
C338,Small,EV Manufacturers,FRA,Automotive,1,High Free Cash Flow,Strong Brand,Technological Edge
C339,Large,EdTech,JPN,Education,1,Turnaround Plan,Technological Edge,Low Leverage
C340,Small,Retail,ITA,Consumer,4,Patent Portfolio,Strong Management,Regulatory Approval
C341,Small,Parts Suppliers,JPN,Automotive,2,Low Customer Churn,Recurring Revenue,Strong Management
C342,Large,Broadband,FRA,Telecommunications,2,Sticky Customers,Growing TAM,Rising Demand
C343,Mid,Broadcasting,JPN,Media,4,Rising Demand,High Free Cash Flow,Technological Edge
C344,Micro,Oil & Gas,FRA,Energy,1,Diversified Revenue,Market Leader,Cost Efficiency
C345,Mid,Metals & Mining,USA,Materials,3,Operational Leverage,High Free Cash Flow,Improving Margins
C346,Small,EV Manufacturers,ITA,Automotive,3,Low Leverage,Cost Efficiency,Market Leader
C347,Mid,Apparel,ITA,Consumer,4,Dividend Growth,High Growth,Recurring Revenue
C348,Micro,Parts Suppliers,JPN,Automotive,2,Turnaround Plan,Global Expansion,Low Customer Churn
C349,Large,Travel,FRA,Hospitality,3,Operational Leverage,Growing TAM,Low Leverage
C350,Micro,Machinery,JPN,Industrials,2,Favorable FX Trends,Low Capex,Cost Efficiency
C351,Mid,Streaming,USA,Media,2,High Growth,Undervalued,Regulatory Approval
C352,Small,EV Manufacturers,USA,Automotive,3,Regulatory Approval,High Free Cash Flow,Sticky Customers
C353,Mid,Packaging,JPN,Materials,4,Undervalued,Diversified Revenue,Turnaround Plan
C354,Large,Restaurants,ITA,Hospitality,4,Strong Management,Capital Light Model,Experienced Team
C355,Small,Parts Suppliers,JPN,Automotive,2,Sector Tailwinds,Low Leverage,Experienced Team
C356,Large,Construction,FRA,Industrials,3,Low Leverage,Global Expansion,Operational Leverage
C357,Large,Semiconductors,USA,Technology,2,Experienced Team,Market Leader,M&A Potential
C358,Large,Commercial RE,JPN,Real Estate,1,Undervalued,Diversified Revenue,Positive Guidance
C359,Mid,Broadcasting,ITA,Media,3,Low Capex,Technological Edge,Sector Tailwinds
C360,Mid,Travel,JPN,Hospitality,4,High Growth,Turnaround Plan,Technological Edge
C361,Mid,Machinery,FRA,Industrials,2,Patent Portfolio,Undervalued,Favorable FX Trends
C362,Small,Rail,ITA,Transportation,3,Positive Guidance,Turnaround Plan,Strong Management
C363,Micro,Asset Management,JPN,Finance,4,Low Leverage,Low Customer Churn,Technological Edge
C364,Small,Publishing,JPN,Media,4,Share Buyback,Low Customer Churn,Turnaround Plan
C365,Large,Semiconductors,ITA,Technology,2,New Product Launch,Low Capex,Rising Demand
C366,Mid,Restaurants,JPN,Hospitality,2,Market Leader,High Growth,Favorable FX Trends
C367,Small,Renewables,USA,Energy,3,High Growth,Operational Leverage,Diversified Revenue
C368,Micro,Parts Suppliers,FRA,Automotive,1,Market Leader,Operational Leverage,Strong Brand
C369,Mid,Travel,JPN,Hospitality,4,Strong Management,Capital Light Model,Positive Guidance
C370,Mid,Travel,JPN,Hospitality,4,Growing TAM,Low Leverage,Capital Light Model
C371,Large,OEMs,JPN,Automotive,4,Strong Management,Positive Guidance,Favorable FX Trends
C372,Micro,Metals & Mining,JPN,Materials,2,New Product Launch,Capital Light Model,Positive Guidance
C373,Micro,Institutions,ITA,Education,3,Growing TAM,Positive Guidance,Patent Portfolio
C374,Mid,Agribusiness,FRA,Agriculture,2,Turnaround Plan,Diversified Revenue,Favorable FX Trends
C375,Large,OEMs,USA,Automotive,4,High Free Cash Flow,Strong Brand,Patent Portfolio
C376,Large,Airlines,USA,Transportation,4,Capital Light Model,Diversified Revenue,Favorable FX Trends
C377,Small,AgTech,ITA,Agriculture,3,High Growth,Recurring Revenue,Sticky Customers
C378,Large,Farming,FRA,Agriculture,2,Diversified Revenue,Experienced Team,Rising Demand
C379,Micro,Semiconductors,USA,Technology,2,New Product Launch,Experienced Team,Dividend Growth
C380,Mid,Hotels,USA,Hospitality,1,Recurring Revenue,Share Buyback,Sticky Customers
C381,Micro,Publishing,FRA,Media,4,Sector Tailwinds,Recurring Revenue,Experienced Team
C382,Large,Utilities,JPN,Energy,3,Regulatory Approval,Growing TAM,Favorable FX Trends
C383,Micro,Apparel,FRA,Consumer,2,Dividend Growth,Patent Portfolio,Diversified Revenue
C384,Mid,EV Manufacturers,ITA,Automotive,2,Low Customer Churn,Capital Light Model,Improving Margins
C385,Mid,Logistics,JPN,Transportation,3,Strong Brand,Improving Margins,Positive Guidance
C386,Micro,OEMs,USA,Automotive,1,New Product Launch,Favorable FX Trends,Low Competition
C387,Large,Commercial RE,ITA,Real Estate,4,Growing TAM,New Product Launch,Market Leader
C388,Large,Machinery,USA,Industrials,2,Diversified Revenue,Low Competition,Patent Portfolio
C389,Small,Publishing,ITA,Media,1,Share Buyback,Undervalued,Sticky Customers
C390,Small,Farming,ITA,Agriculture,4,High Growth,Share Buyback,M&A Potential
C391,Micro,Parts Suppliers,FRA,Automotive,3,Share Buyback,Technological Edge,Recurring Revenue
C392,Large,OEMs,USA,Automotive,2,High Growth,Rising Demand,High Free Cash Flow
C393,Mid,EV Manufacturers,JPN,Automotive,2,Low Leverage,New Product Launch,Capital Light Model
C394,Large,Apparel,JPN,Consumer,1,Experienced Team,Patent Portfolio,Market Leader
C395,Mid,Residential RE,JPN,Real Estate,3,Diversified Revenue,Share Buyback,M&A Potential
C396,Small,Banking,FRA,Finance,4,Dividend Growth,Diversified Revenue,Strong Brand
C397,Mid,Tutoring,FRA,Education,1,Sticky Customers,Market Leader,Diversified Revenue
C398,Mid,Utilities,JPN,Energy,4,Undervalued,Low Competition,Experienced Team
C399,Micro,Travel,ITA,Hospitality,4,Recurring Revenue,Low Customer Churn,Operational Leverage
C400,Large,Wireless Services,FRA,Telecommunications,2,Low Competition,Recurring Revenue,Turnaround Plan
C401,Small,Apparel,JPN,Consumer,4,Positive Guidance,Low Customer Churn,Experienced Team
C402,Large,Restaurants,ITA,Hospitality,3,Low Leverage,Diversified Revenue,Undervalued
C403,Small,Tutoring,JPN,Education,2,Sticky Customers,Regulatory Approval,Dividend Growth
C404,Small,Rail,USA,Transportation,4,Low Leverage,M&A Potential,New Product Launch
C405,Mid,Agribusiness,ITA,Agriculture,1,High Free Cash Flow,Experienced Team,Low Capex
C406,Small,Software,ITA,Technology,2,Technological Edge,New Product Launch,Cost Efficiency
C407,Large,Residential RE,FRA,Real Estate,3,Positive Guidance,Improving Margins,Growing TAM
C408,Small,Institutions,ITA,Education,3,Improving Margins,Dividend Growth,Strong Management
C409,Micro,Banking,FRA,Finance,4,Low Capex,Market Leader,Favorable FX Trends
C410,Small,Travel,ITA,Hospitality,1,Technological Edge,Operational Leverage,M&A Potential
C411,Large,Metals & Mining,FRA,Materials,3,Rising Demand,High Free Cash Flow,Recurring Revenue
C412,Large,Rail,USA,Transportation,3,M&A Potential,Dividend Growth,Global Expansion
C413,Mid,Publishing,USA,Media,2,Regulatory Approval,Recurring Revenue,Growing TAM
C414,Mid,Farming,FRA,Agriculture,3,Strong Management,Strong Brand,Global Expansion
C415,Micro,Agribusiness,USA,Agriculture,2,Low Competition,Strong Brand,Operational Leverage
C416,Mid,Streaming,ITA,Media,2,Low Competition,Low Customer Churn,Low Capex
C417,Large,Insurance,FRA,Finance,2,Operational Leverage,High Free Cash Flow,Improving Margins
C418,Mid,Commercial RE,JPN,Real Estate,4,Strong Management,Low Competition,Low Capex
C419,Mid,Machinery,ITA,Industrials,3,Regulatory Approval,Sticky Customers,Growing TAM
C420,Large,AgTech,JPN,Agriculture,4,Rising Demand,Global Expansion,Strong Management
C421,Micro,Broadcasting,USA,Media,3,Turnaround Plan,Cost Efficiency,Low Capex
C422,Large,Apparel,USA,Consumer,2,Strong Brand,Low Leverage,Diversified Revenue
C423,Large,Utilities,USA,Energy,3,Capital Light Model,Recurring Revenue,Global Expansion
C424,Mid,OEMs,FRA,Automotive,2,Recurring Revenue,Favorable FX Trends,Patent Portfolio
C425,Large,Streaming,JPN,Media,2,Market Leader,Sector Tailwinds,Regulatory Approval
C426,Large,Asset Management,FRA,Finance,1,Low Customer Churn,Strong Management,Growing TAM
C427,Large,OEMs,FRA,Automotive,1,Strong Brand,Strong Management,Technological Edge
C428,Micro,Streaming,ITA,Media,4,High Free Cash Flow,Share Buyback,Low Customer Churn
C429,Micro,Wireless Services,USA,Telecommunications,1,Recurring Revenue,High Growth,Regulatory Approval
C430,Mid,Semiconductors,ITA,Technology,4,Strong Management,Recurring Revenue,Undervalued
C431,Large,Publishing,USA,Media,2,Technological Edge,Patent Portfolio,Positive Guidance
C432,Mid,Software,JPN,Technology,1,Turnaround Plan,Undervalued,Favorable FX Trends
C433,Small,AgTech,USA,Agriculture,4,Strong Brand,Low Competition,Patent Portfolio
C434,Large,Oil & Gas,USA,Energy,2,Global Expansion,Low Customer Churn,Sector Tailwinds
C435,Micro,Construction,FRA,Industrials,2,Improving Margins,Share Buyback,Growing TAM
C436,Mid,Institutions,USA,Education,1,Undervalued,New Product Launch,Strong Management
C437,Large,Food & Beverage,USA,Consumer,2,Low Capex,High Growth,Favorable FX Trends
C438,Small,Publishing,USA,Media,3,Patent Portfolio,Low Competition,Diversified Revenue
C439,Mid,Parts Suppliers,USA,Automotive,3,Recurring Revenue,Low Leverage,Sector Tailwinds
C440,Large,Apparel,JPN,Consumer,3,New Product Launch,Global Expansion,Sector Tailwinds
C441,Small,Biotech,JPN,Healthcare,3,Dividend Growth,High Growth,Patent Portfolio
C442,Mid,Construction,ITA,Industrials,1,Recurring Revenue,Favorable FX Trends,Low Customer Churn
C443,Micro,Biotech,USA,Healthcare,4,High Growth,Favorable FX Trends,Regulatory Approval
C444,Large,EV Manufacturers,FRA,Automotive,2,Operational Leverage,Undervalued,High Growth
C445,Small,Residential RE,JPN,Real Estate,4,Capital Light Model,Positive Guidance,Operational Leverage
C446,Micro,Utilities,ITA,Energy,1,Sticky Customers,Favorable FX Trends,High Free Cash Flow
C447,Large,Wireless Services,JPN,Telecommunications,2,Low Leverage,Patent Portfolio,High Free Cash Flow
C448,Micro,Construction,FRA,Industrials,3,Capital Light Model,Regulatory Approval,M&A Potential
C449,Large,Food & Beverage,USA,Consumer,1,Turnaround Plan,Share Buyback,Improving Margins
C450,Mid,Asset Management,FRA,Finance,3,Market Leader,Growing TAM,M&A Potential
C451,Mid,Chemicals,FRA,Materials,2,Turnaround Plan,Favorable FX Trends,Recurring Revenue
C452,Mid,Oil & Gas,JPN,Energy,3,Low Customer Churn,Dividend Growth,Strong Management
C453,Small,Airlines,ITA,Transportation,1,Positive Guidance,Strong Management,High Growth
C454,Small,Renewables,ITA,Energy,2,Patent Portfolio,Operational Leverage,Experienced Team
C455,Micro,Machinery,USA,Industrials,3,Turnaround Plan,Low Competition,Recurring Revenue
C456,Micro,Medical Devices,JPN,Healthcare,3,Technological Edge,High Free Cash Flow,Improving Margins
C457,Large,Broadband,JPN,Telecommunications,4,Rising Demand,Positive Guidance,Growing TAM
C458,Mid,Rail,USA,Transportation,3,Capital Light Model,Low Competition,Undervalued
C459,Micro,Medical Devices,FRA,Healthcare,1,Strong Management,Patent Portfolio,Sticky Customers
C460,Small,Pharmaceuticals,FRA,Healthcare,2,Market Leader,New Product Launch,Sticky Customers
C461,Large,Oil & Gas,JPN,Energy,2,Sticky Customers,Favorable FX Trends,Sector Tailwinds
C462,Mid,Semiconductors,ITA,Technology,4,Global Expansion,Cost Efficiency,Low Customer Churn
C463,Large,Oil & Gas,JPN,Energy,1,Low Capex,Capital Light Model,Undervalued
C464,Mid,Tutoring,JPN,Education,3,M&A Potential,High Free Cash Flow,High Growth
C465,Micro,Tutoring,FRA,Education,1,Dividend Growth,Favorable FX Trends,Cost Efficiency
C466,Mid,Aerospace,JPN,Industrials,2,Turnaround Plan,New Product Launch,Low Customer Churn
C467,Small,Travel,USA,Hospitality,4,Improving Margins,Rising Demand,Strong Management
C468,Micro,Food & Beverage,ITA,Consumer,1,Share Buyback,Growing TAM,Diversified Revenue
C469,Micro,Oil & Gas,FRA,Energy,1,Global Expansion,Improving Margins,Operational Leverage
C470,Micro,Metals & Mining,FRA,Materials,1,Share Buyback,Global Expansion,New Product Launch
C471,Micro,Streaming,FRA,Media,1,Strong Management,Turnaround Plan,Low Customer Churn
C472,Small,Biotech,FRA,Healthcare,4,Dividend Growth,Strong Brand,Positive Guidance
C473,Small,Machinery,ITA,Industrials,1,Rising Demand,M&A Potential,Patent Portfolio
C474,Large,EdTech,ITA,Education,2,Undervalued,M&A Potential,Low Competition
C475,Mid,Tutoring,FRA,Education,4,Capital Light Model,Global Expansion,Market Leader
C476,Mid,EdTech,JPN,Education,4,Technological Edge,New Product Launch,Strong Brand
C477,Micro,Restaurants,USA,Hospitality,1,Share Buyback,Undervalued,Recurring Revenue
C478,Mid,Broadband,FRA,Telecommunications,3,Improving Margins,Strong Management,Rising Demand
C479,Small,Aerospace,USA,Industrials,4,Share Buyback,Low Leverage,Low Competition
C480,Micro,Commercial RE,USA,Real Estate,1,Diversified Revenue,Global Expansion,Favorable FX Trends
C481,Mid,Chemicals,USA,Materials,4,Strong Management,Low Customer Churn,Regulatory Approval
C482,Large,Renewables,FRA,Energy,4,Market Leader,M&A Potential,Strong Management
C483,Large,Institutions,JPN,Education,4,Sector Tailwinds,Low Leverage,Capital Light Model
C484,Large,Medical Devices,ITA,Healthcare,1,Market Leader,Improving Margins,High Free Cash Flow
C485,Small,AgTech,JPN,Agriculture,2,Low Customer Churn,Diversified Revenue,Patent Portfolio
C486,Mid,Pharmaceuticals,FRA,Healthcare,1,Global Expansion,Strong Management,Operational Leverage
C487,Micro,Hotels,FRA,Hospitality,4,Patent Portfolio,Low Capex,High Growth
C488,Small,Hotels,JPN,Hospitality,2,New Product Launch,Patent Portfolio,Share Buyback
C489,Mid,EV Manufacturers,ITA,Automotive,4,Improving Margins,Sector Tailwinds,Operational Leverage
C490,Micro,Utilities,ITA,Energy,4,Sticky Customers,Diversified Revenue,Low Leverage
C491,Large,Metals & Mining,FRA,Materials,4,Dividend Growth,Strong Management,Regulatory Approval
C492,Small,Agribusiness,ITA,Agriculture,3,Low Competition,Undervalued,Experienced Team
C493,Mid,Agribusiness,ITA,Agriculture,2,Low Leverage,Sticky Customers,Improving Margins
C494,Micro,Construction,JPN,Industrials,2,High Free Cash Flow,Experienced Team,Undervalued
C495,Mid,Biotech,ITA,Healthcare,1,Sector Tailwinds,Patent Portfolio,Sticky Customers
C496,Micro,Agribusiness,JPN,Agriculture,1,Growing TAM,Recurring Revenue,Share Buyback
C497,Micro,Rail,JPN,Transportation,4,Experienced Team,Operational Leverage,Positive Guidance
C498,Mid,Asset Management,JPN,Finance,1,Patent Portfolio,Low Capex,New Product Launch
C499,Micro,OEMs,FRA,Automotive,4,New Product Launch,Low Competition,Global Expansion
C500,Small,Biotech,ITA,Healthcare,1,New Product Launch,Favorable FX Trends,Global Expansion
C501,Large,Biotech,ITA,Healthcare,3,Cost Efficiency,Share Buyback,Dividend Growth
C502,Large,Insurance,JPN,Finance,1,Growing TAM,Patent Portfolio,Undervalued
C503,Small,Utilities,ITA,Energy,1,M&A Potential,Low Leverage,Sector Tailwinds
C504,Small,Farming,FRA,Agriculture,4,Improving Margins,Sector Tailwinds,Technological Edge
C505,Large,Parts Suppliers,FRA,Automotive,3,Low Capex,Low Competition,Regulatory Approval
C506,Micro,Utilities,USA,Energy,2,M&A Potential,Operational Leverage,Strong Management
C507,Large,Institutions,FRA,Education,4,Operational Leverage,Share Buyback,Sector Tailwinds
C508,Micro,Rail,JPN,Transportation,3,Low Leverage,Rising Demand,M&A Potential
C509,Large,Renewables,USA,Energy,1,Sticky Customers,Recurring Revenue,Experienced Team
C510,Mid,Streaming,USA,Media,4,Patent Portfolio,Global Expansion,Strong Brand
C511,Mid,Retail,ITA,Consumer,4,Experienced Team,Technological Edge,Share Buyback
C512,Large,Pharmaceuticals,FRA,Healthcare,2,Global Expansion,Rising Demand,Sector Tailwinds
C513,Micro,Pharmaceuticals,JPN,Healthcare,1,Sector Tailwinds,High Growth,Regulatory Approval
C514,Micro,Pharmaceuticals,FRA,Healthcare,4,Sticky Customers,Capital Light Model,Dividend Growth
C515,Small,Institutions,USA,Education,4,Low Leverage,Low Capex,Share Buyback
C516,Micro,Restaurants,FRA,Hospitality,2,Strong Brand,Low Customer Churn,Global Expansion
C517,Mid,Machinery,FRA,Industrials,4,High Growth,Strong Brand,Undervalued
C518,Micro,Publishing,FRA,Media,4,New Product Launch,Positive Guidance,Capital Light Model
C519,Micro,Farming,FRA,Agriculture,3,Sticky Customers,Strong Management,Regulatory Approval
C520,Micro,Software,FRA,Technology,3,Low Leverage,Favorable FX Trends,High Growth
C521,Mid,Farming,JPN,Agriculture,4,Positive Guidance,Low Capex,Sector Tailwinds
C522,Large,Broadcasting,JPN,Media,3,Regulatory Approval,Diversified Revenue,Patent Portfolio
C523,Mid,Metals & Mining,JPN,Materials,2,Sector Tailwinds,Regulatory Approval,Operational Leverage
C524,Micro,Utilities,JPN,Energy,4,New Product Launch,Regulatory Approval,M&A Potential
C525,Large,AgTech,FRA,Agriculture,3,Share Buyback,Undervalued,Technological Edge
C526,Micro,Banking,JPN,Finance,1,Favorable FX Trends,Experienced Team,Improving Margins
C527,Large,Publishing,ITA,Media,1,Strong Management,Patent Portfolio,Sticky Customers
C528,Micro,Food & Beverage,USA,Consumer,3,Recurring Revenue,Rising Demand,Strong Management
C529,Mid,Tutoring,JPN,Education,1,Sector Tailwinds,Rising Demand,Recurring Revenue
C530,Large,Broadcasting,JPN,Media,4,Cost Efficiency,Operational Leverage,Share Buyback
C531,Small,Metals & Mining,ITA,Materials,3,Favorable FX Trends,Patent Portfolio,Improving Margins
C532,Small,Travel,FRA,Hospitality,4,Diversified Revenue,Market Leader,Operational Leverage
C533,Micro,Broadcasting,USA,Media,1,Experienced Team,Low Competition,Sector Tailwinds
C534,Small,AgTech,USA,Agriculture,2,Low Capex,Regulatory Approval,Recurring Revenue
C535,Large,Publishing,JPN,Media,2,Low Leverage,Share Buyback,Technological Edge
C536,Large,Broadcasting,USA,Media,1,M&A Potential,Experienced Team,High Growth
C537,Micro,AgTech,ITA,Agriculture,2,Capital Light Model,Market Leader,Low Customer Churn
C538,Micro,Logistics,USA,Transportation,3,Growing TAM,Regulatory Approval,Capital Light Model
C539,Mid,Rail,JPN,Transportation,4,Undervalued,Cost Efficiency,Sticky Customers
C540,Large,EV Manufacturers,JPN,Automotive,1,Low Capex,Share Buyback,Diversified Revenue
C541,Micro,Oil & Gas,USA,Energy,3,Share Buyback,Global Expansion,Growing TAM
C542,Large,Construction,JPN,Industrials,1,Sticky Customers,Share Buyback,New Product Launch
C543,Large,Insurance,USA,Finance,3,Diversified Revenue,Regulatory Approval,Global Expansion
C544,Mid,Rail,ITA,Transportation,4,Favorable FX Trends,Market Leader,High Free Cash Flow
C545,Micro,Insurance,USA,Finance,2,Diversified Revenue,Technological Edge,Growing TAM
C546,Micro,Chemicals,FRA,Materials,3,Positive Guidance,Capital Light Model,Market Leader
C547,Micro,Tutoring,JPN,Education,4,Experienced Team,Market Leader,Favorable FX Trends
C548,Small,Oil & Gas,ITA,Energy,3,Cost Efficiency,Market Leader,Recurring Revenue
C549,Micro,Agribusiness,USA,Agriculture,4,Sector Tailwinds,Market Leader,Strong Brand
C550,Micro,Tutoring,JPN,Education,1,M&A Potential,Regulatory Approval,Rising Demand
C551,Micro,Streaming,FRA,Media,3,Diversified Revenue,Regulatory Approval,Operational Leverage
C552,Large,Residential RE,ITA,Real Estate,3,High Growth,Regulatory Approval,New Product Launch
C553,Large,Biotech,FRA,Healthcare,3,Favorable FX Trends,Diversified Revenue,Experienced Team
C554,Mid,Rail,ITA,Transportation,1,Operational Leverage,M&A Potential,Market Leader
C555,Mid,EdTech,USA,Education,2,Cost Efficiency,Regulatory Approval,Dividend Growth
C556,Small,Parts Suppliers,JPN,Automotive,4,Strong Brand,Sticky Customers,Share Buyback
C557,Mid,Residential RE,JPN,Real Estate,4,High Growth,Improving Margins,Cost Efficiency
C558,Micro,Oil & Gas,USA,Energy,3,Experienced Team,Positive Guidance,Market Leader
C559,Mid,Residential RE,USA,Real Estate,3,Favorable FX Trends,Technological Edge,Low Capex
C560,Small,Agribusiness,FRA,Agriculture,2,Patent Portfolio,Sector Tailwinds,Dividend Growth
C561,Large,Metals & Mining,ITA,Materials,4,Low Competition,Undervalued,Favorable FX Trends
C562,Mid,Broadcasting,USA,Media,2,Undervalued,High Growth,Dividend Growth
C563,Large,Broadcasting,JPN,Media,2,Low Capex,Low Leverage,High Free Cash Flow
C564,Large,Metals & Mining,USA,Materials,2,Dividend Growth,High Growth,Positive Guidance
C565,Micro,EdTech,USA,Education,1,Favorable FX Trends,Positive Guidance,Regulatory Approval
C566,Large,Hotels,JPN,Hospitality,1,Low Leverage,Sector Tailwinds,Dividend Growth
C567,Micro,Chemicals,USA,Materials,4,Experienced Team,Global Expansion,Strong Brand
C568,Large,Broadcasting,ITA,Media,4,Diversified Revenue,New Product Launch,Patent Portfolio
C569,Large,Residential RE,FRA,Real Estate,2,Favorable FX Trends,Strong Brand,Technological Edge
C570,Large,Aerospace,USA,Industrials,4,Favorable FX Trends,Global Expansion,Growing TAM
C571,Large,Insurance,USA,Finance,1,Technological Edge,Global Expansion,Strong Brand
C572,Small,Publishing,ITA,Media,4,Diversified Revenue,Improving Margins,Operational Leverage
C573,Large,Chemicals,ITA,Materials,1,Market Leader,High Growth,Experienced Team
C574,Mid,Rail,USA,Transportation,4,Regulatory Approval,Improving Margins,Strong Brand
C575,Large,Chemicals,USA,Materials,1,Technological Edge,Strong Management,Improving Margins
C576,Small,Aerospace,USA,Industrials,2,Low Customer Churn,Sector Tailwinds,Low Competition
C577,Micro,Banking,FRA,Finance,1,High Free Cash Flow,Positive Guidance,Low Leverage
C578,Large,Broadband,FRA,Telecommunications,4,Strong Management,Sector Tailwinds,Rising Demand
C579,Micro,Residential RE,FRA,Real Estate,4,Diversified Revenue,Cost Efficiency,Patent Portfolio
C580,Large,Apparel,USA,Consumer,3,Cost Efficiency,M&A Potential,Sector Tailwinds
C581,Small,Farming,ITA,Agriculture,2,Capital Light Model,Cost Efficiency,Strong Management
C582,Small,Hardware,FRA,Technology,1,Undervalued,Technological Edge,Patent Portfolio
C583,Micro,Broadcasting,USA,Media,2,Cost Efficiency,Recurring Revenue,Patent Portfolio
C584,Micro,Aerospace,USA,Industrials,3,Recurring Revenue,Cost Efficiency,Low Competition
C585,Large,Hotels,FRA,Hospitality,4,Growing TAM,Experienced Team,Market Leader
C586,Mid,Residential RE,USA,Real Estate,1,Technological Edge,Growing TAM,Low Competition
C587,Micro,EV Manufacturers,FRA,Automotive,3,Favorable FX Trends,Diversified Revenue,Growing TAM
C588,Small,Residential RE,JPN,Real Estate,4,Strong Management,Strong Brand,Experienced Team
C589,Small,AgTech,USA,Agriculture,2,Low Capex,Market Leader,Rising Demand
C590,Micro,Metals & Mining,JPN,Materials,2,Low Capex,Low Customer Churn,Turnaround Plan
C591,Mid,OEMs,ITA,Automotive,3,Operational Leverage,High Growth,Recurring Revenue
C592,Micro,Machinery,JPN,Industrials,4,New Product Launch,High Free Cash Flow,Growing TAM
C593,Micro,Construction,USA,Industrials,2,Improving Margins,Regulatory Approval,High Growth
C594,Mid,Broadband,ITA,Telecommunications,1,Share Buyback,Low Competition,Dividend Growth
C595,Mid,Agribusiness,ITA,Agriculture,1,Technological Edge,Patent Portfolio,High Growth
C596,Micro,Software,FRA,Technology,1,Low Customer Churn,Strong Brand,Dividend Growth
C597,Mid,Institutions,USA,Education,1,High Growth,Cost Efficiency,Positive Guidance
C598,Micro,Metals & Mining,FRA,Materials,3,Low Competition,Share Buyback,Growing TAM
C599,Large,Insurance,ITA,Finance,1,Positive Guidance,Dividend Growth,Recurring Revenue
C600,Micro,Utilities,USA,Energy,3,Operational Leverage,Rising Demand,New Product Launch
C601,Micro,Travel,ITA,Hospitality,2,Market Leader,Growing TAM,New Product Launch
C602,Micro,Logistics,USA,Transportation,2,Improving Margins,Dividend Growth,Global Expansion
C603,Mid,Tutoring,USA,Education,3,Market Leader,Dividend Growth,Patent Portfolio
C604,Mid,Hardware,USA,Technology,2,Technological Edge,Patent Portfolio,M&A Potential
C605,Micro,Broadband,USA,Telecommunications,4,Positive Guidance,New Product Launch,Favorable FX Trends
C606,Small,Residential RE,USA,Real Estate,3,Operational Leverage,Improving Margins,Patent Portfolio
C607,Large,Hotels,USA,Hospitality,4,Regulatory Approval,Recurring Revenue,Favorable FX Trends
C608,Small,Streaming,JPN,Media,4,Sticky Customers,Regulatory Approval,Recurring Revenue
C609,Large,Commercial RE,FRA,Real Estate,3,Low Competition,New Product Launch,Cost Efficiency
